junction,EAg_abs,E0_abs,E_ratio,G_EM_E4
upper_horizontal,15.425163041034207,1.7893582765616973,8.62050001002264,5522.425004359541
lower_horizontal,15.425163041034224,1.7893582765616978,8.62050001002265,5522.425004359564
left_vertical,0.17961402869828041,1.8485264416831049,0.09716605867684519,8.913706860694183e-05
right_vertical,0.17961402869827373,1.8485264416831042,0.09716605867684161,8.913706860692869e-05
